#,utterance_id,translation,asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks
1379834,6188337,"Last night, I was drunk; everyone was cheering me on.","PAST+NIGHT;PAST+NIGHT;IX-1p;LIE-DOWN;DRUNK;EACH+ONE;EACH+ONE;BPCL:S""fist pump""",,,,sentence-initial adverb,,,back;further back,right;slightly left,slightly right;right,,,,,,back;slightly forward;forward;forward,,,raised;slightly raised,,lowered lid;further lowered;closed;further lowered,,,
1379834,619057,"If Bob sends his resume, he is guaranteed the job.",#IF;ns-fs-BOB;IX-3p:i;SEND;RESUME;GUARANTEE;GET;#JOB,,,,,,,front;back,right,slightly right,,slight slow head nod,,,,slightly back;slightly back;forward,,,raised;further lowered;slightly lowered,down/right,wide;further squinted;slightly lowered,,,
1379834,61837105,Who wants to play frisbee?,WANT_2;FRISBEE;PLAY;WHO;part:indef;(1h)part:indef,,whq,,,,,slightly back;slightly front,slightly left;left,slightly right;right;slightly right,,slight rapid head nod,,rapid,,slightly forward;slightly forward;forward,,,slightly lowered;lowered,,slightly squinted;squint;lowered lid;squint,,,
1379834,6189618,"If Bob decides to adopt a big dog, he will have to accept the fact that he will spend lots of money on dog food.",#IF;ns-fs-BOB;IX-3p:i;PROCEED;TAKE-UP;WIDE;DOG;MUST;ACCEPT;(flat-O)PAY/SPEND;#DOG_2;EAT+,,,,,,,slightly back;slightly front,,slightly right;slightly left,,rapid;rapid;rapid,,single,,,,,raised,other;down/right;down,squint;blink;squint;further lowered;further lowered;slightly squinted,,,
1379834,61837106,Do you want to get together for a BBQ party?,"IX-2p;WANT;#BBQ;GROUP/TOGETHER;""WHAT"";IX-2p",,whq,,,,,back,,slightly right,,slight rapid head nod,,rapid,,slightly forward;slightly forward,,,slightly lowered;lowered,,slightly squinted;squint,,,
1379834,6185282,Who is sick?,SICK;WHO,,whq,,,,,,,right,,rapid,,,,slightly forward;forward,,,further lowered,,further squinted;blink;squint;slightly lowered,,,
1379834,6186563,My sister hates water skiing because it's hard to balance.,POSS-1p;SISTER;VOMIT/HATE;WATER;SKI;(25)WHY;HARD;BALANCE;(2h)alt.SKI,,,,topic,,,slightly back;slightly back;front;slightly back,,right;slightly right;further right;right;left,,,,,,slightly back;forward;back,,,raised-furrowed;further lowered;lowered,,squint;blink;further squinted;blink;further squinted;slightly squinted;blink;further lowered;blink;blink,,,
1379834,6187843,Bob hates reading books.,ns-fs-BOB;IX-loc:i;(1h)VOMIT/HATE;READ;BOOK+,negation,,,topic,,,slightly back,,slightly right;right;slightly right,,,,single;slow,,slightly back;back,,,raised;further lowered;lowered,,slightly lowered;closed;further squinted;blink;further squinted,,,
1379834,6187844,"The teacher is sick of cleaning the classroom, so he didn't clean the room.","TEACH+AGENT;TEACH+AGENT;SICK-OF;NICE/CLEAN+;CLASS_2+BOX/ROOM;CLASS_2+BOX/ROOM;5""forget it"";NOT;NICE/CLEAN+;NOW+",negation,,,topic,,,slightly back;back,slightly right;further left;slightly left,slightly right;slightly right;right;left,,,,single;rapid,,slightly back;slightly back;forward;slightly back,,,slightly raised;lowered;slightly lowered;lowered,,slightly lowered;closed;lowered lid;blink;slightly lowered;blink;slightly lowered;blink;further lowered;lowered lid;further squinted;squint,,,
1379834,6189124,"If my friend boldly asks for directions, I am willing to drive.",(G/Q)POSS-1p;FRIEND;IX-LOC:i;BRAVE/RECOVER;PROCEED;ASK;DIRECT/EXPLAIN;WHERE;IX-1p;FUTURE;FINE;DRIVE,,,,,,,slightly back,slightly right,left,,slight rapid head nod;single,,single,,slightly back;forward;slightly back,,,raised-furrowed;raised,down/right,slightly squinted;wide;further lowered;slightly lowered;blink;blink,,,
1379834,6189125,"If I commute to work by bike, then I'll have to wake up earlier.",IX-1p;REALLY+WORK;REALLY+WORK;PROCEED;COMMUTE;WORK;BICYCLE;IX-1p;MEAN;MUST;GET-UP;EMPTY/EARLY+(1h)MOST;EMPTY/EARLY+(1h)MOST,,,,,,,further front;back,,,,rapid;single,,,,forward,,,raised-furrowed;lowered,,squint;further lowered;squint;lowered lid;squint;blink,,,
1379834,61836107,What time is water tubing?,"WATER+DCL:L-X""tube skipping on water"";WATER+DCL:L-X""tube skipping on water"";(1h)part:indef;TIME++;(1h)part:indef",,whq,,topic,,,slightly back;slightly front,slightly left,slightly right,,,,slight rapid head shake,,slightly forward;slightly forward;forward,,,slightly raised;slightly lowered,,slightly wide;squint;slightly squinted;lowered lid;slightly squinted,,,
1379834,6184790,Who owns this big dog?,WHO;ACCEPT;IX-3p:i;BIG_2;#DOG_2;IX-loc:i,,whq,,,,,slightly front;slightly back,further right,right,,,,slight rapid head shake;single,,slightly back;back;further back;slightly forward,,,further lowered;lowered,watch hands,further squinted;slightly squinted,,,
1379834,6186070,"You didn't fuck up, did you?",IX-2p;NOT;INTERCOURSE+fs-UP;INTERCOURSE+fs-UP;IX-2p,negation,,,,,,slightly back,,slightly right,,,,slight rapid head shake,,forward,,,raised,,slightly wide,,,
1379834,6187351,Bob doesn't have a big dog- he only has a small dog.,ns-fs-BOB;IX-3p:i;HAVE;BIG;#DOG_2;IX-3p:i;ONLY;(1h)HAVE;SMALL;#DOG_2,negation,,,,,,slightly back,slightly right,slightly right;slightly right,,,,rapid,,forward;forward;slightly back,,,raised;lowered,,,,,
1379834,6188632,"If my sister gets a headband for her birthday, she will decorate it.","#IF;IX-3p:i;SISTER;REALLY+WORK;REALLY+WORK;GET;HEADBAND;FOR;POSS-3p:i;BIRTHDAY_3;5""whoa"";GUARANTEE;FUTURE;DCL:O""little beads"";DECORATE;DCL:O""beads all over""",,,,,,,slightly back;back;slightly back,left,right;slightly left;slightly left;right,forward;forward;slightly forward,,,,,,,,raised-furrowed;lowered;further raised,other;other,further squinted;wider;slightly lowered;wide;lowered lid;further lowered;blink;lowered lid;wider,,,
1379834,6189914,"If my aunt makes a blue (starts signing 'pie') berry pie, I have to go over and eat it.","#IF;AUNT;REALLY+WORK;REALLY+WORK;PROCEED;MAKE+;BLUE;BERRY;PIE;5""wave no"";IX-1p;MUST;GO;DCL:X-over-thumb""eat with two forks"";(2h)alt.EAT",negation,,,,,,back,,,,single,,slow;slight rapid head shake,,back,,,raised-furrowed;lowered;raised;slightly raised,down/right,squint;further lowered;slightly wide;wide;lowered lid;blink;lowered lid;blink;slightly squinted,,,
1379834,61835108,Does the friend reallhy want to buy the plaid shirt?,FRIEND;WANT_2;BUY;PLAID;(2h)SHIRT,,,,,,,slightly front;front,left,right,,slight single head nod,,,,forward;forward,,,further lowered;raised-furrowed,,further squinted;slightly squinted,,,
1379834,61835109,What do you need to buy?,"SHOULD;BUY;""WHAT"";IX-2p",,whq,,,,,,,right;further right,,,,slight rapid head shake,,slightly forward;forward,,,lowered,,squint;slightly squinted,,,
1379834,6184297,Who is asking for directions?,ASK;DIRECT/EXPLAIN;part:indef;WHO;part:indef,,whq,,,,,slightly front,,slightly right;right,,,,slight rapid head shake,,slightly back;slightly forward;forward,,,slightly lowered;lowered;lowered,,slightly squinted;squint,,,
1379834,6185577,Who listens to the teacher?,WHO;HEAR/LISTEN;TEACH+AGENT;TEACH+AGENT,,whq,,,,,slightly back,,right,,,,slight rapid head shake,,forward,,,lowered,,squint,,,
1379834,6184298,Who is asking for directions?,WHO;ASK;FOR;DIRECT/EXPLAIN;part:indef,,whq,,,,,slightly back;slightly front,right,slightly right;right,,slight rapid head nod,,,,forward,,,further lowered,other,further squinted;squint,,,
1379834,6185578,What did Bob give to his girlfriend?,"ns-fs-BOB;j:GIVE:i;SWEETHEART;""WHAT""",,whq,,topic,,,back,left,right,,,,slight rapid head shake,,forward,,,raised;lowered,into space,wide;squint;squint,,,
1379834,6186858,I hate commuting to work by bike.,IX-1p;(1h)VOMIT/HATE;COMMUTE;WORK;BICYCLE,negation,,,focus,,,,slightly right,left;right,,,,slight rapid head shake,,forward,,,slightly raised;raised;lowered,,slightly squinted;blink;slightly lowered;squint;blink;squint,,,
1379834,6186859,I notice that babies hate fireworks. The fireworks scare the babies.,IX-1p;NOTICE;BABY;VOMIT/HATE;STAR;BOMB+;AFRAID,,,,,,,slightly back;slightly back,left,right,,single,,single,,forward;back;forward,,,slightly lowered;raised-furrowed;further lowered,,slightly squinted;blink;squint;further squinted;blink;further squinted;further lowered;squint;blink;squint;blink;blink,,,
1379834,6188139,"If friends host a pizza party, I will bring a pizza with lots of toppings.","#IF;FRIEND;IX-loc:i;TAKE-UP;PIZZA_4;EAT+NIGHT+;EAT+NIGHT+;IX-1p;BRING;DCL""round flat"";(1h)BAKING-SPRINKLES;FUTURE;IX-1p",,,,,,,slightly front;slightly back;slightly back,further right;slightly left,slightly right;right;slightly right,,single,,single,,slightly forward;forward;slightly back;slightly forward,,,slightly raised;raised-furrowed;lowered;slightly lowered;lowered,down/right,slightly squinted;slightly wide;slightly wide;lowered lid;further squinted;blink;squint,,,
1379834,6189421,"If clothes are on sale, my friends and I will go over to the mall.","DRESS/CLOTHES;IX-loc:i;#SALE;IX-1p;FRIEND;GROUP/TOGETHER;DCL:crvd-5""group go together"";fs-MALL",,,,,,,,right,,,slow,,slight single head shake;single;single,,forward;slightly back;forward,,,raised;slightly lowered,other;other,wider;lowered lid,,,
1379834,6185085,Who has to pay rent?,MUST;(P)PAY;EVERY-MONTH/RENT;WHO,,whq,,,,,front,right,right,,,,slight single head shake,,forward;forward,,,lowered,,blink;wide;blink;lowered lid;slightly squinted;lowered lid,,,
1379834,6185086,Who has to pay rent?,WHO;MUST;(P)PAY;EVERY-MONTH/RENT+,,whq,,,,,front,,right,,,,slight single head shake,,forward;slightly forward,,,further lowered;slightly lowered,,squint;slightly squinted,,,
1379834,6186366,My sister doesn't want a headband for her birthday.,POSS-1p;SISTER;IX-loc:i;WANT+NEG;WANT+NEG;HEADBAND;FOR;POSS-3p:i;BIRTHDAY_3,negation,,,topic,,,back,,right;slightly right,,,,rapid;slight rapid head shake,,forward,,,raised;lowered;slightly lowered,,further squinted;closed;squint;slightly squinted,,,
1379834,6187646,Father is lazy and refused to mow the lawn.,FATHER;LAZY++;MOW;GRASS;REFUSE;IX-3p:i,negation,,,topic,,,back;slightly front,,right,,single,,slight rapid head shake,,back;forward;forward;slightly forward,,,raised;further raised;slightly lowered,,lowered lid;slightly squinted;closed,,,
1379834,61834110,What does my sister want for her birthday?,"POSS-1p+;SISTER;WANT;POSS-2p;BIRTHDAY_3;""WHAT""",,whq,,,,,slightly back;slightly back;back,,slightly right;right,,slight single head nod,,slight rapid head shake,,slightly back;slightly forward,,,lowered;further lowered,,slightly squinted;blink;slightly wide;squint,,,
1379834,6187647,My aunt isn't good at making apple pies.,AUNT;IX-loc:i;NOT;EXPERT;MAKE+;APPLE;PIE,negation,,,topic,,,slightly back;back,slightly left;left,right,,,,slight single head shake;rapid,,forward;forward;forward,,,raised,,slightly wide;further lowered;slightly lowered,,,
1379834,6188927,"If friends go to the beach and suntan, I have to bring sunscreen or else I will burn.","FRIEND;IX-3p:i;GROUP/TOGETHER;DCL:crvd-5""group go together"";fs-BEACH;SCL:V/2""people tanning"";SUN;TAN;5""whoa"";IX-1p;MUST;BRING;ICL:tight-C""squeeze lotion"";DCL:B-L""rub lotion"";DCL:bent-B""applying lotion"";NONE/NOTHING;(2h)#BURN",negation,,,,,,slightly front;slightly back;slightly back,slightly right;slightly left;slightly right,slightly right;right;left,,,,single;rapid,,back;forward;forward,,,raised;slightly lowered,down/right;down/right,slightly squinted;wide;squint;wide;further lowered;lowered lid;further lowered;slightly lowered;blink;slightly lowered,,,
1379834,61834111,Why did the bride and groom dance at their wedding?,HUSBAND;WIFE;DANCE;POSS-3p:i;WEDDING;WHY,,whq,,,,,slightly back;slightly back;slightly front,slightly left,right;slightly right;right;slightly right,,,,,,slightly forward;slightly forward;slightly forward;forward,,,slightly lowered;further lowered,,slightly lowered;slightly squinted;blink;slightly squinted;squint,,,
1379834,6188928,"If friends play frisbee, I will  join them.",FRIEND;IX-loc:i;PROCEED;PLAY;FRISBEE;(2h)IX-1p;JOIN;PLAY,,,,,,,,right,slightly right,,slight single head nod,,rapid,,,,,raised,other;other,wide;slightly wide;slightly lowered,,,
1379834,6190210,"If Bob studies for his literature test, he will pass it for sure.",#IF;ns-fs-BOB;REALLY+WORK;REALLY+WORK;STUDY;fs-LIT;TEST;FUTURE;PASS,,,,,,,slightly front;front;front,right;slightly right,,,single;rapid,,slight single head shake;single,,back;slightly forward;slightly forward,,,further lowered;lowered;raised;lowered,down/right,further squinted;squint;blink;slightly wide;squint;wide;slightly lowered;further lowered,,,
1379834,6184592,Who will go to the post office?,WHO;FUTURE;GO;#PO,,whq,,,,,front;slightly front,slightly left,slightly right,,,,slight rapid head shake,,forward;slightly forward,,,further lowered;lowered,,squint;slightly squinted,,,
1379834,6184593,Where does the horse tend to play?,(2h)HORSE;IX-loc:i;TEND;PLAY-continuative;WHERE,,whq,,topic,,,slightly back;back,left,right,,,,slight rapid head shake,,forward;forward;forward,,,further raised;slightly lowered;lowered,,slightly wide;squint;blink;slightly squinted,,,
1379834,6185873,Friends didn't want a pizza night because they always have a pizza night.,FRIEND;GROUP/TOGETHER;WANT+NEG;WANT+NEG;PIZZA_4;EAT+NIGHT;EAT+NIGHT;(25)WHY;SAME-OLD+,negation,,,topic,,,slightly back,right;left,right,,,,single;slight rapid head shake,,forward;slightly forward;slightly back,,,raised;lowered;raised,,squint;slightly wide;further squinted;blink;squint;blink,,,
1379834,6187153,The horses hate the rain- they don't like running in the rain.,"HORSE;IX-loc:i;VOMIT/HATE;RAIN+;PLAY;GO-OUT;SCL:V/2""horses running"";NOT;LIKE",negation,,,topic,,,,right,right,,,,slight rapid head shake,,slightly back,,,further raised;further lowered;raised-furrowed;further lowered,,squint;closed;further squinted;blink;further squinted,,,
1379834,6187154,The clothes aren't on sale.,DRESS/CLOTHES;IX-loc:i;#SALE;NOT;IX-3p:i,negation,,,,,,slightly front,,slightly right,,,,slight rapid head shake,,,,,raised,down/left,wide,,,
1379834,6188435,"When I move out of San Diego, I will have to get a new driver's license.",WHEN;REALLY+WORK;REALLY+WORK;MOVE-AWAY;ns-#SD;OUT;IX-1p;(2h)MUST;GET;NEW;CAR;LICENSE+,,,,,,,back;slightly back,slightly right;further right,slightly right,,single,,slight rapid head shake,,slightly back,,,raised;raised-furrowed,down;down;down/right,slightly squinted;squint;slightly squinted;slightly wide;lowered lid;slightly lowered,,,
1379834,6189717,The family decided to have their annual vacation in Puerto Rico.,IX-3p-pl-arc;FAMILY;PROCEED;DECIDE;EVERY-YEAR;VACATION;WHERE;ns-PUERTO-RICO,,,,,,,slightly back;slightly back,right,,,slight rapid head nod,,rapid,,slightly back;slightly back,,,raised,down/right;other,lowered lid;slightly wide;blink;slightly wide;lowered lid,,,
1379834,61833112,Why do you talk with those two?,IX-2p;(1h)TEND;CHAT;WITH;IX-3p-pl-2:i/j;WHY;(1h)part:indef,,whq,,topic,,,,slightly left;right,slightly right,,slight rapid head nod,,slight single head shake,,slightly back;slightly forward;slightly back;forward,,,slightly raised;lowered,to addressee,slightly squinted;squint,,,
1379834,6185380,What time did the teacher clean the classroom?,TEACH+AGENT;TEACH+AGENT;IX-loc:i;NICE/CLEAN;CLASS_2+BOX/ROOM;CLASS_2+BOX/ROOM;TIME+++,,whq,,topic,,,back,,right,,,,,,forward;forward,,,raised;lowered,,squint,,,
1379834,6185381,How did Mother get sick?,MOTHER;SICK;HOW;part:indef,,whq,,topic,,,slightly back,,right,,,,slight rapid head shake,,forward,,,raised;raised-furrowed;lowered,,squint;further squinted;blink;squint;further squinted,,,
1379834,6186661,Friends haven't started playing Frisbee.,FRIEND;NOT-YET;PROCEED;START;FRISBEE;NOT-YET+,negation,,,topic,,,slightly back;slightly back,slightly left,right;slightly right;slightly right,,,,slight single head shake;slight rapid head shake;slight rapid head shake,,slightly forward;slightly back;slightly back,,,raised;lowered;slightly lowered,,slightly wide;further squinted;further lowered,,,
1379834,6186662,I decided not to invite Mary because she wouldn't get along with people.,IX-1p;PROCEED;NOT;INVITE/HIRE;ns-fs-MARY;WHY;IX-3p:i;NOT;AGREE;(5)SOCIAL/INTERACT;GROUP/TOGETHER;NOT,negation;negation,,,,,,slightly back;slightly back,,left;slightly right,,single,,slight rapid head shake;slight rapid head shake,,slightly back;slightly forward;slightly forward;slightly back,,,raised,,slightly wide;slightly squinted,,,
1379834,6187942,Bob hasn't given the rose to his girlfriend.,ns-fs-BOB;IX-loc:i;NOT-YET;(2h)GIVE;(R)FLOWER;POSS-3p:i;SWEETHEART,negation,,,topic,,,slightly back,,slightly right;slightly right,,,,rapid,,slightly back,,,raised;slightly lowered,,slightly wide;slightly wide,,,
1379834,6189223,"When I introduce a new friend, I will test and make sure he remembers the names.",WHEN;IX-1p;INTRODUCE;NEW;FRIEND;IX-1p;FUTURE;TEST;MAKE;REALLY;REMEMBER;NAME,,,,,,,slightly front;slightly front,slightly right;right,slightly right;slightly right,,,,,,slightly back;back;forward,,,raised;slightly lowered;slightly raised,down/right,slightly wide;slightly lowered;wide;lowered lid;wide,,,
1379834,61832113,Why do you have to move out of San Diego?,MUST;MOVE-AWAY;ns-#SD;WHY;(1h)part:indef,,whq,,,,,,slightly right;slightly left,right;slightly right;right,,single,,single;rapid,,forward;slightly forward;forward,,,slightly lowered;slightly lowered,,slightly squinted;squint;further lowered,,,
1379834,61832114,Why does the friend look fucked up?,FRIEND;FACE+SAME;FACE+SAME;INTERCOURSE+fs-UP;INTERCOURSE+fs-UP;WHY;(1h)part:indef,,whq,,,,,,,slightly right;right,,,,rapid;single;slow,,slightly forward;forward,,,further lowered,down/right,squint;further squinted;squint,,,
1379834,6184888,Where does your family tend to vacation every year?,POSS-2p;FAMILY;VACATION;EVERY-YEAR;(1h)TEND;WHERE,,whq,,topic,,,slightly back;slightly front,,right,,,,slight single head shake,,forward,,,raised;slightly lowered,,lowered lid;blink;slightly squinted,,,
1379834,6186168,I didn't enjoy talking with those two.,IX-1p;CHAT;WITH;IX-3p-pl-2:i/j;ENJOY;IX-1p;NOT;IX-1p,negation,,,,,,slightly back,right,right,,,,slight rapid head shake,,slightly back,,,raised;further raised;lowered,down/right,squint;further squinted;closed;slightly lowered,,,
1379834,6184889,Who owns this big dog?,WIDE;#DOG_2;IX-loc:i;ACCEPT;WHO;IX-3p:i,,whq,,,,,front,left,right,,,,slight rapid head shake,,slightly back;forward,,,further lowered,watch hands,further squinted;blink;squint,,,
1379834,6186169,"I wasn't ready to move out of San Diego, so I stayed.",IX-1p;MOVE-AWAY;#OUT;ns-#SD;(2h)#FUCK;IX-1p;NOT;READY;IX-1p;STAY,negation,,,,,,slightly back,left,slightly left;right;left;right;left,,,,,,forward;forward;back;slightly forward;slightly back,,,raised,into space,blink;slightly squinted;blink;lowered lid;blink;lowered lid;blink;lowered lid,,,
1379834,6187449,Good weather hasn't arrived in Boston. Hurry up!,"(1h)GOOD/THANK-YOU;(5)WEATHER;DCL:crvd-5""clouds moving in"";ns-BOSTON;NOT-YET;part:indef;HURRY+;part:indef",negation,,,topic,,,slightly back,right;right,slightly right;slightly left;slightly right;left,,,,slight rapid head shake,,slightly forward;slightly back;forward;slightly back,,,slightly raised;raised;slightly raised,up/right;up/right,lowered lid;slightly squinted;lowered lid;slightly lowered;slightly wide,,,
1379834,6187450,My family doesn't vacation every year anymore.,"POSS-1p;FAMILY;VACATION+;EVERY-YEAR+;5""no more""",negation,,,topic,,,slightly back;back,left,,,,,slight rapid head shake,,slightly forward;slightly back,,,slightly raised;slightly lowered,,slightly squinted;squint;further lowered;slightly squinted,,,
1379834,6188730,"If he buys a plaid shirt, I will buy a striped shirt- I don't want the same shirt as him.",#IF;IX-3p:i;PROCEED;BUY;PLAID;(2h)SHIRT;IX-1p;BUY;(4)STRIPES;WANT+NEG;WANT+NEG;(2h)i:SAME-1p,negation,,,topic,,,back;slightly front,slightly right;right,left,,rapid,,single;rapid,,slightly back;slightly back,,,raised-furrowed;further lowered;lowered;slightly raised,,further squinted;squint;lowered lid;slightly wide;further lowered;further squinted,,,
1379834,6188731,"If I buy the shorts, I will have to return the shoes.",IX-1p;REALLY+WORK;REALLY+WORK;PROCEED;BUY;SHORTS;MEAN;IX-1p;MUST;SHOE+;SEND/MAIL,,,,,,,slightly back;slightly back;back,slightly right,slightly right;slightly right;left,,single,,,,slightly back;slightly back,,,raised;raised-furrowed;raised;further raised,,further lowered;squint;slightly squinted;slightly lowered;further lowered,,,
1379834,6190013,"If I mow the lawn, Mom will give me twenty dollars.",IX-1p+;PROCEED;MOW;GRASS;MOTHER;FUTURE;(1h)i:GIFT-1p;TWENTY;DOLLAR_2,,,,,,,slightly front;back,left,,,slight rapid head nod,,,,back;forward;forward,,,raised,,wide,,,
1379834,6184395,Who is joining the friends going to the movie theater?,"FRIEND;GROUP/TOGETHER;SCL:C""group go together"";MOVIE_2;ACT+;WHO;JOIN",,whq,,topic,,,slightly back;back,right;slightly left,right,,,,slight rapid head shake,,slightly forward;forward,,,raised;lowered,down/right,slightly lowered;squint,,,
1379834,61831115,Why did you pass out last night?,IX-2p;LIE-DOWN;PAST+NIGHT;PAST+NIGHT;WHY;(1h)part:indef,,whq,,,,,back,,slightly right;right;right,,,,rapid,,back;forward,,,slightly lowered;slightly raised;lowered,up/right,squint;wide;lowered lid;squint,,,
1379834,6184396,Who is he/she?,WHO;IX-3p:i;BUOY,,whq,,,,,slightly back,left,right,,,,,,slightly back,,,lowered,into space,squint,,,
1379834,6185676,Who listens to the teacher?,HEAR/LISTEN;TEACH+AGENT;TEACH+AGENT;WHO,,whq,,topic,,,,,right;further right,,,,slight rapid head shake,,slightly forward;forward,,,raised;lowered,,slightly wide;slightly squinted,,,
1379834,6186956,I am not good at remembering the names of new people.,IX-1p+;NOT;EXPERT;REMEMBER+;NEW;PEOPLE;NAME;part:indef,negation,,,,,,,,slightly right,,,,slight rapid head shake,,forward,,,slightly lowered;lowered;slightly lowered,down/right,blink;blink;blink;squint;further lowered;blink,,,
1379834,6186957,I hate asking for directions and then having to read lips and gestures to figure out the directions.,IX-1p;(1h)VOMIT/HATE;ASK;DIRECT/EXPLAIN;SPEECH/ORAL;GESTURE;(1h)VOMIT/HATE;IX-1p,,,,,,,,slightly right,slightly right;left,,,,single,,slightly back;forward,,,lowered,to addressee,blink;blink;further squinted;wide;slightly lowered,,,
1379834,6188238,"If my friend crashes the party, I will kick him out.","#IF;FRIEND;IX-loc:i;(5)CRASH;(P)PARTY;5""wave no""+;IX-1p;KICK-OFF;FUTURE;IX-1p",,,,,,,front;slightly back,slightly right;left,slightly left;slightly right;slightly left,,single,,single;slight rapid head shake,,slightly forward;slightly forward;slightly forward,,,further raised;lowered;slightly lowered,other,wide;blink;blink;slightly wide;lowered lid;squint;slightly squinted,,,
1379834,6189519,"If Bob goes to the post office, I will give him my letters to drop off.","#IF;IX-3p:i;ns-fs-BOB;IX-loc:i;GO;#PO;IX-1p;GRAB-CHANCE;DCL:crvd-5""give package"";POSS-1p;LETTER/MAIL;IX-3p:j;(1h)DROP;#OFF;FOR;IX-1p",,,,,,,back,right;right;right,,,,,,,back;slightly back,,,raised-furrowed;raised;further lowered,down/right;other;other,squint;wide;further squinted;slightly lowered,,,
1379834,6189520,"If the horse plays all day on the farm, it will fall asleep easily at night.","#IF;(2h)HORSE;PLAY-continuative;FARM;SCL:V/2""running"";NIGHT+;READY;BED;FUTURE;PASS-OUT_3",,,,,,,slightly front;back,slightly left,slightly right,,,,single,,slightly back;further back;back;slightly back,,,further raised;slightly raised;raised;slightly lowered,,squint;further squinted;blink;slightly lowered;blink,,,
1379834,6185183,Who is sick?,WHO;SICK,,whq,,,,,,left,right,,,,slight single head shake,,forward;forward,,,further lowered,,squint;further lowered;lowered lid,,,
1379834,6185184,What is my aunt good at making?,"AUNT;IX-3p:i;EXPERT;MAKE;""WHAT""",,whq,,topic,,,back;front,left,right,,,,slight rapid head shake,,forward;forward,,,slightly raised;lowered,,slightly squinted;squint;closed;squint,,,
1379834,6186464,My friend doesn't want to buy a plaid shirt.,FRIEND;IX-loc:i;WANT+NEG;WANT+NEG;BUY;PLAID;(2h)SHIRT;WANT+NEG;WANT+NEG,negation,,,topic,,,back,left;slightly left,slightly right;slightly left;slightly left,,,,rapid,,forward,,,slightly raised;slightly lowered;slightly lowered,,squint;closed;blink;slightly squinted;lowered lid;blink;slightly lowered,,,
1379834,6186465,I don't want to buy shorts.,IX-1p;WANT+NEG;WANT+NEG;BUY;SHORTS,negation,,,topic,,,back,right,left;slightly left,,,,slight rapid head shake;rapid,,slightly forward,,,slightly raised;slightly lowered,,squint;blink;further squinted;squint,,,
1379834,6187745,Mother isn't sick today.,MOTHER;IX-3p:i;SICK;NOW;NOT,negation,,,,,,back;slightly front,slightly left;left,slightly right;right;slightly right,,,,slight slow head shake;slight rapid head shake,,forward;forward,,,raised;slightly lowered,,slightly wide;wide;slightly lowered,,,
1379834,6189026,"If the baseball game has fireworks, I have to go.","BASEBALL;IX-loc:i;GAME;IX-loc:i;HAVE;STAR;BOMB+;IX-1p;MUST;GO;(2h)LOOK;(1h)5""whoa""",,,,,,,back,,slightly right;left,,slight single head nod;single,,slow,,slightly back,,,raised;slightly lowered,other,wide;blink;slightly wide;slightly squinted;lowered lid;blink;slightly lowered,,,
1379834,61830116,What time did the friend crash the party?,TIME+;FRIEND;(5)CRASH;(P)PARTY;part:indef;TIME;(1h)part:indef,,whq,,,,,slightly back,right,slightly right;slightly right;right,,,,single;rapid,,forward,,,lowered,,squint;further squinted;slightly squinted,,,
1379834,61840100,Who commutes to work by bike?,WHO;(1h)TEND;COMMUTE;WORK;BICYCLE;part:indef,,whq,,,,,slightly front,right,slightly right,,,,,,forward;back;forward,,,slightly lowered;lowered,other,lowered lid;further lowered;slightly squinted,,,
1379834,61830117,When is the pizza party that friend is hosting?,"FRIEND;TAKE-UP;EAT+NIGHT+;EAT+NIGHT+;DCL""round flat"";PIZZA_4;WHEN",,whq,,topic,,,slightly back;back,slightly left;slightly left;left,right,,,,slight rapid head shake,,forward,,,raised;lowered,,slightly squinted;lowered lid;squint,,,
1379834,61840101,Who loves watching fireworks?,KISS-FIST;LOOK-UP;STAR+BOMB++;STAR+BOMB++;WHO;part:indef;(1h)part:indef,,whq,,,,,slightly front;slightly back;further back;front,slightly right;left,right;slightly left;slightly right,,,,slight rapid head shake,,slightly forward;slightly back;forward,,,lowered,watch hands;up/left;up;up/right,further lowered;lowered lid;slightly wide;squint,,,
1379834,6184691,Who will go to the post office?,FUTURE;GO;#PO;WHO,,whq,,topic,,,front,slightly left,right,,,,slight rapid head shake,,slightly forward;forward,,,raised;lowered,,wide;slightly squinted;lowered lid,,,
1379834,6185971,"You weren't passed out drunk, were you?",IX-2p;NOT;LIE-DOWN;DRUNK;IX-2p,negation,,,,,,further back,right,slightly right,,,,rapid,,forward;forward,,,raised,,lowered lid;closed,,,
1379834,6185972,Friends didn't crash the party.,FRIEND;GROUP/TOGETHER;#FUCK;NOT;(5)CRASH;(P)PARTY,negation,,,topic,,,back,,slightly right;right,,,,rapid,,forward,,,raised;lowered,,slightly squinted;blink;lowered lid,,,
1379834,6187252,Bob hasn't gone to the post office.,ns-fs-BOB;IX-loc:i;NOT-YET;GO;#PO;IX-3p:i,negation,,,topic,,,,,right,,,,slight rapid head shake;slight rapid head shake,,,,,raised,,wide;slightly lowered;blink,,,
