asl_gloss,count,raised,lowered,slightly lowered,slightly raised,raised-furrowed,further raised,further lowered,right raised/left furrowed,left raised/right furrowed,left raised/right lowered,further raised-furrowed
ns-fs-BOSTON,2,1,2,0,0,0,0,0,1,0,0,0
IX-3p-pl-2,2,2,2,0,0,0,0,2,0,0,0,0
fs-TAX,2,3,0,0,0,0,0,0,0,0,0,0
INCREASE,2,2,0,2,0,0,0,0,0,0,0,0
IX-1p-2p,1,2,0,1,2,0,0,0,0,0,0,0
ns-JAMAICA,1,2,0,1,2,0,0,0,0,0,0,0
MANIPULATE,1,0,0,1,1,0,0,0,0,0,0,0
SPELL,1,0,1,0,1,1,0,0,0,0,0,0
MISTAKE,1,0,1,0,1,1,0,0,0,0,0,0
SUBTRACT,1,0,1,0,1,1,0,0,0,0,0,0
DOWN,1,1,0,0,0,0,0,0,0,0,0,0
fs-TABOO,1,1,0,0,0,0,0,0,0,0,0,0
IX-3p:i/j,1,0,1,1,0,0,0,0,0,0,0,0
EMBARRASS,1,0,1,1,0,0,0,0,0,0,0,0
LINE,1,0,0,0,0,1,0,0,0,0,0,0
fs-EMIT,1,0,0,0,0,1,0,0,0,0,0,0
SCL:V/2look up and down,1,0,0,0,0,0,0,0,0,0,0,0
SCL:V/2look down,1,0,0,0,0,0,0,0,0,0,0,0
5uncertain,1,0,0,0,0,1,1,0,0,0,0,0
YES_2,1,0,0,0,0,1,1,0,0,0,0,0
AUDIENCE,1,2,0,0,0,1,0,0,0,0,0,0
NO-GOOD,1,0,0,0,0,1,0,0,0,0,0,0
SCL:3people staring,1,4,0,0,1,3,0,0,0,0,0,0
DCL:Sstrong horse,1,0,0,0,0,3,3,0,0,0,0,0
SCL:Shorse galloping,1,0,0,0,0,3,3,0,0,0,0,0
1p-LOOK:j,1,0,0,0,0,1,2,0,0,0,0,0
FIFTEEN,1,0,0,0,0,0,1,0,0,0,0,0
LUCKY,1,0,0,0,0,0,1,0,0,0,0,0
DCL:crvd-sprd-Bmaking bubbles,1,1,0,0,0,2,0,0,0,0,0,0
DCL:5bubbles covering toilet bowl,1,1,0,0,0,2,0,0,0,0,0,0
5cheering,1,1,0,0,0,2,0,0,0,0,0,0
DCL:crvd-Vsit on toilet,1,0,0,0,0,2,2,0,0,0,0,0
GO_2,1,0,0,0,0,2,2,0,0,0,0,0
IGNITION-ON,1,0,0,0,0,2,2,0,0,0,0,0
DCL:5water running,1,0,0,0,0,2,2,0,0,0,0,0
5ehh,1,0,0,0,0,2,2,0,0,0,0,0
DCL:5water running in toilet bowl,1,0,0,0,0,2,2,0,0,0,0,0
DCL:5water running down side of toilet bowl,1,0,0,0,0,2,2,0,0,0,0,0
fs-DROWN,1,0,0,0,0,2,2,0,0,0,0,0
DCL:bent-B-Lemit waste,1,0,0,0,0,2,2,0,0,0,0,0
DCL:5gently emit waste,1,0,1,0,0,2,0,0,0,0,0,0
5gathering,1,0,0,0,0,0,1,0,0,0,0,0
FART,1,1,2,0,0,1,1,0,0,0,0,0
IX-honorific:j,1,1,2,0,0,1,1,0,0,0,0,0
fs-C,1,2,0,1,0,2,3,0,0,0,0,0
fs-COLLEAGUE,1,2,0,1,0,2,3,0,0,0,0,0
fs-HORRIFIED,1,0,0,0,0,1,0,0,0,0,0,0
TRADE-arc,1,0,0,0,0,3,1,0,0,0,0,0
fs-TIPS,1,0,0,0,0,3,1,0,0,0,0,0
fs-URINE,1,0,0,0,0,1,0,0,0,0,0,0
5sigh,1,2,0,0,0,4,1,0,0,0,0,0
SHOW-1p,1,0,0,0,0,1,0,0,0,0,0,0
DCL:bent-Bcurve of toilet bowl,1,0,0,0,0,1,3,1,0,0,0,0
DCL:Cgrab popcorn bucket,1,1,0,0,0,1,2,0,0,0,0,0
DCL:1eating popcorn,1,1,0,0,0,1,2,0,0,0,0,0
fs-KERNEL,1,1,0,0,0,1,2,0,0,0,0,0
DCL:5-Cshuffle around kernals in popcorn bucket,1,1,0,0,0,1,2,0,0,0,0,0
DCL:crvd-5reach into bucket of popcorn/eat popcorn,1,1,0,0,0,1,2,0,0,0,0,0
fs-IS,1,0,0,0,0,1,0,0,0,0,0,0
SCL:5football players wrestling,1,0,1,0,0,0,1,2,0,0,0,0
DCL:5crowd of fans,1,0,1,0,0,0,1,2,0,0,0,0
EXPERIMENT,1,1,0,0,0,2,1,0,0,0,0,0
DCL:Bdifferent sided path,1,1,0,0,0,2,1,0,0,0,0,0
PONDER,1,0,0,0,0,1,0,0,0,0,0,0
fs-L,1,0,0,0,0,1,0,0,0,0,0,0
TWENTY-FIVE,1,0,0,0,0,1,0,0,0,0,0,0
EARLY,1,0,0,0,0,1,0,0,0,0,0,0
MIDDLE,1,0,0,0,0,1,0,0,0,0,0,0
SCL:V/2look me up and down,1,0,0,0,0,1,0,0,0,0,0,0
PCLpeople sit and stare,1,1,0,0,0,0,2,0,0,0,0,0
BOOK_2,1,1,0,0,0,0,2,0,0,0,0,0
BCL:lick hand,1,1,0,0,0,0,2,0,0,0,0,0
fs-PAGES,1,1,0,0,0,0,2,0,0,0,0,0
ICL:B-Lflip pages,1,1,0,0,0,0,2,0,0,0,0,0
DCL:1point and pee,1,0,0,0,0,2,2,0,0,0,0,0
SWALLOW,1,0,0,0,0,1,0,0,0,0,0,0
POSS:i,1,0,0,0,0,1,0,0,0,0,0,0
HABIT_2,1,0,0,0,0,1,0,0,0,0,0,0
BCL:crvd-5frozen body reaction,1,1,0,0,0,1,0,0,0,0,0,0
BUOY,1,2,0,0,0,3,0,0,0,0,0,0
SHOW-2p,1,1,0,0,0,1,0,0,0,0,0,0
fs-STADIUM,1,0,1,0,0,2,2,1,0,0,0,0
FANS,1,0,1,0,0,2,2,1,0,0,0,0
ICL:F/9hold page of a book,1,2,0,0,0,2,2,0,0,0,0,0
CLOSE-BOOK,1,2,0,0,0,2,2,0,0,0,0,0
PLACE:k,1,2,0,0,0,3,0,0,0,0,0,0
alt.POSS-3p:k/j/i,1,2,0,0,0,3,0,0,0,0,0,0
ns-fs-ENNIS,1,0,0,0,0,1,0,0,0,0,0,0
GREAT,1,0,0,0,0,1,0,0,0,0,0,0
ICL:F/9quickly flip pages,1,1,0,0,0,1,0,0,0,0,0,0
ICL:F/9slowly flip pages,1,1,0,0,0,1,0,0,0,0,0,0
DCL:5emit waste quietly,1,0,0,0,0,1,0,0,0,0,0,0
SCL:1came back,1,0,0,0,0,1,0,0,0,0,0,0
fs-HANGUPS,1,0,0,0,0,1,0,0,0,0,0,0
SUN_2,1,1,0,1,0,1,0,0,0,0,0,0
BALD_2,1,2,0,1,0,0,0,0,0,0,0,0
5oh no!,1,1,1,0,0,0,0,0,0,0,0,0
DCL:S-5fire starting,1,1,1,0,0,0,1,0,0,0,0,0
DISH,1,1,0,0,0,1,2,0,0,0,0,0
OCEAN,1,2,1,2,1,0,0,0,0,0,0,0
alt.MAD,1,1,1,0,0,0,1,0,0,0,0,0
SWIM-continuative,1,0,0,0,0,0,0,0,0,0,0,0
fs-GUEST,1,0,0,0,1,0,0,1,0,0,0,0
TAKE-OUT,1,1,0,0,1,0,1,0,0,0,0,0
GATHER,1,1,0,1,0,0,0,1,0,0,0,0
DCL:Clogs,1,1,0,1,0,0,0,1,0,0,0,0
WOOD,1,1,0,1,0,0,0,1,0,0,0,0
IX-1p-pl-circle,1,1,1,1,0,0,1,0,0,0,0,0
MOST-SKILLED,1,1,1,2,0,0,0,1,0,0,0,0
SCL:5deflated tire,1,1,0,0,0,0,0,0,0,0,0,0
ns-fs-SILBER,1,0,1,0,1,0,0,0,0,0,0,0
CRACK,1,1,0,0,0,0,0,0,0,0,0,0
DOOR,1,1,0,0,0,0,0,1,0,0,0,0
QUIT,1,0,1,0,0,0,0,0,0,0,0,0
SILLY,1,1,0,0,0,0,0,0,0,0,0,0
STRING,1,1,0,0,0,0,0,0,0,0,0,0
(nd-1)LOOK-AROUND,1,0,0,2,2,0,0,0,0,0,0,0
EVERY-MORNING,1,1,0,0,1,0,0,0,0,0,0,0
BCL:bent-Bsound asleep,1,0,0,0,0,0,0,0,0,0,0,0
(L-X)POSS-1p,1,1,1,1,1,0,0,0,0,0,0,0
DCL:4many people staring,1,0,0,2,1,0,0,0,0,0,0,0
SCRIMMAGE,1,0,1,1,0,0,0,0,0,0,0,0
(baby-O)BY-A-HAIR,1,0,1,1,0,0,0,0,0,0,0,0
BEAT,1,0,1,1,0,0,0,0,0,0,0,0
TWENTY-EIGHT,1,0,1,1,0,0,0,0,0,0,0,0
OVER-IT,1,0,0,0,0,0,1,0,0,0,0,0
DCL:crvd-Vswitch seats,1,0,0,0,0,0,1,0,0,0,0,0
BCL:bent-B-Ldo nothing,1,1,0,0,0,0,0,0,0,0,0,0
(crvd-L)POSS-1p,1,0,0,0,0,0,0,0,0,0,0,0
fs-GOOGLE,1,0,0,1,0,0,0,0,0,0,0,0
fs-CHROME,1,0,0,1,0,0,0,0,0,0,0,0
DCL:X-over-thumbtip hat,1,0,0,0,2,2,0,0,0,0,0,0
i:CALL-ON-RELAY/VRS-1p,1,1,0,0,0,0,0,0,0,0,0,0
fs-BAD,1,1,0,0,0,0,0,0,0,0,0,0
SICK-continuative,1,1,0,0,1,0,1,0,0,0,0,0
FLIP-FLOP,1,1,0,0,1,0,1,0,0,0,0,0
AGE-TWENTY-ONE_2,1,0,1,0,0,0,0,0,0,0,0,0
TROUNCE,1,2,0,0,0,0,0,0,0,0,0,0
(fanned-flat-O)POSS-1p,1,1,0,0,0,1,0,0,0,0,0,0
i:BAWL-OUT-distributive-3p-pl-arc,1,0,0,1,1,1,0,2,0,0,0,0
REMOTE,1,0,1,1,2,0,0,0,0,0,0,0
VIDEO-PHONE,1,0,1,1,2,0,0,0,0,0,0,0
TEXTING,1,0,1,1,2,0,0,0,0,0,0,0
DCL:crvd-Bbucket,1,2,1,1,0,0,0,0,0,0,0,0
DCL:B-Lfill bucket,1,2,1,1,0,0,0,0,0,0,0,0
ICL:crvd-Bmove bucket,1,2,1,1,0,0,0,0,0,0,0,0
DCL:S-5throw fish in bucket,1,2,1,1,0,0,0,0,0,0,0,0
DCL:5-Ceyes falling out,1,1,1,0,0,1,0,1,0,0,0,0
fs-COMEDY,1,0,0,2,1,0,0,0,0,0,0,0
5why not,1,1,0,0,0,1,0,0,0,0,0,0
SCLperson passed out,1,1,0,0,0,0,0,0,0,0,0,0
SCL:bent-Bflat land,1,1,0,0,1,0,0,0,0,0,0,0
TRAFFIC_2,1,1,1,0,1,0,0,0,0,0,0,0
CRY,1,2,0,0,2,0,0,0,0,0,0,0
DCL:Xskiing back and forth,1,1,0,0,0,1,0,0,0,0,0,0
MEET-3p-pl-arc,1,2,1,1,2,0,0,1,0,0,0,0
1p-MEET-3p-pl-arc,1,1,0,1,0,0,0,0,0,0,0,0
ICL:Xuse spray cans,1,1,2,1,0,0,0,0,0,0,0,0
TORTURE_2,1,1,2,1,0,0,0,0,0,0,0,0
SWITCH,1,1,1,1,0,0,0,0,0,0,0,0
CLICK,1,1,1,1,1,0,0,0,0,0,0,0
fs-SITES,1,1,1,1,1,0,0,0,0,0,0,0
fs-EXTRA,1,1,0,1,1,0,0,0,0,0,0,0
EYES,1,1,1,1,1,0,0,1,0,0,0,0
BCL:crvd-5eyes pop out,1,1,1,1,1,0,0,1,0,0,0,0
ns-ASIA,1,2,0,2,2,0,0,0,0,0,0,0
SCL:V/2look around and around,1,1,0,0,1,0,0,0,0,0,0,0
1p-INFORM:j,1,1,0,1,0,0,0,0,0,0,0,0
AGE-TWENTY-ONE,1,2,1,0,1,0,1,0,0,0,0,0
SCL:Xcatch fish,1,2,1,0,1,0,0,0,0,0,0,0
fs-BUCKET,1,2,1,0,1,0,0,0,0,0,0,0
ICL:B-Lbring over bucket,1,2,1,0,1,0,0,0,0,0,0,0
SCL:1throw fish in bucket,1,2,1,0,1,0,0,0,0,0,0,0
SCL:crvd-Ulaying on side,1,1,0,0,0,0,0,0,0,0,0,0
5pay attention,1,2,1,1,1,0,0,0,0,0,0,0
1p-SEND/MAIL:j,1,1,0,0,2,0,0,0,0,0,0,0
5listen up,1,1,0,0,0,0,0,1,0,0,0,0
DCL:4many people look at me,1,1,0,0,0,0,0,1,0,0,0,0
THUMBS-UP/GOOD,1,1,0,0,1,0,0,0,0,0,0,0
(5)CRAZY,1,2,2,0,0,0,0,0,0,0,0,0
FUN,1,1,0,0,0,0,0,0,0,0,0,0
GIVE:i,1,1,0,0,0,0,0,0,0,0,0,0
DCL:Cclouds moving in,1,1,0,0,0,0,0,0,1,0,0,0
DCL:U/Hgroup laying down to tan,1,1,0,0,0,0,0,0,0,0,0,0
SHUT,1,1,0,1,0,0,0,0,0,0,0,0
TRACE-PATH,1,0,1,0,0,0,0,0,0,0,0,0
DCL:5long hair,1,0,1,0,1,0,0,0,0,0,0,0
DCL:5roughhouse,1,2,0,0,0,0,0,2,0,0,0,0
i:GIVE-2p,1,1,0,0,0,0,0,0,0,0,0,0
DISCUSS-INTENSELY,1,1,0,0,0,0,0,0,0,0,0,0
STAMP,1,1,0,0,0,0,0,1,0,0,0,0
DCL:U/Hhorse galloping,1,2,1,1,0,0,0,0,0,0,0,0
TWO_2,1,1,2,0,0,0,1,0,0,0,0,0
SUGGEST-1p,1,1,1,0,1,0,0,0,0,0,0,0
fs-HP,1,1,0,0,1,0,0,1,0,0,0,0
SEVENTH,1,1,0,0,1,0,0,1,0,0,0,0
GIVE:j,1,1,0,1,0,1,0,1,0,0,0,0
CHALLENGE-arc,1,0,0,0,0,1,0,0,0,0,0,0
fs-MANILA,1,1,0,0,0,1,0,0,0,0,0,0
DCL:1envelope,1,1,0,0,0,1,0,0,0,0,0,0
DCL:B-Llick envelope,1,2,0,0,0,2,0,0,0,0,0,0
STICKY,1,2,0,0,0,2,0,0,0,0,0,0
DCL:open-8sticky part of envelope,1,2,0,0,0,2,0,0,0,0,0,0
DCL:Atear open envelope,1,2,0,0,0,2,0,0,0,0,0,0
DCL:Atear open envelope slowly,1,2,0,0,0,2,0,0,0,0,0,0
CAUSE,1,0,0,0,0,1,0,0,0,0,0,0
PROPORTION,1,0,0,0,0,1,0,0,0,0,0,0
PAPER:i,1,1,0,0,0,2,0,0,0,0,0,0
PAPER:j,1,1,0,0,0,2,0,0,0,0,0,0
DCL:crvd-5noises in the air,1,0,0,0,0,1,1,0,0,0,0,0
fs-ROWDY,1,0,0,0,0,1,1,0,0,0,0,0
DCL:Atear open fast,1,1,0,0,0,1,0,0,0,0,0,0
ns-fs-ANGELA,1,1,1,0,0,1,1,0,0,0,0,0
ns-fs-PETRONESTRATIY,1,1,1,0,0,1,1,0,0,0,0,0
LIST-ORDER_2,1,0,1,0,0,1,1,0,0,0,0,0
fs-OBJECTS,1,0,1,0,0,1,1,0,0,0,0,0
IX-3p-pl-line,1,0,1,0,0,1,1,0,0,0,0,0
VARY_2,1,0,0,0,0,1,2,0,0,0,0,0
5discreet,1,0,0,0,0,1,2,0,0,0,0,0
DCL:cocked-Sclanging things,1,0,0,0,0,1,0,0,0,0,0,0
FORK,1,0,0,0,0,1,0,0,0,0,0,0
SURFACE,1,0,0,0,0,1,0,0,0,0,0,0
SCL:P/Kfork on table,1,0,0,0,0,1,0,0,0,0,0,0
DCL:Sclanging things,1,0,0,0,0,1,0,0,0,0,0,0
TEASE_2,1,0,0,0,0,1,1,0,0,0,0,0
fs-P,1,0,0,0,0,1,1,0,0,0,0,0
DCL:F/9holes on paper,1,0,0,0,0,1,1,0,0,0,0,0
fs-STYROFOAM,1,1,0,0,0,2,2,0,0,0,0,0
fs-CUP,1,1,0,0,0,2,2,0,0,0,0,0
CUP,1,1,0,0,0,2,2,0,0,0,0,0
DCL:Ccup,1,1,0,0,0,2,2,0,0,0,0,0
DCL:5too loud,1,1,0,0,0,2,2,0,0,0,0,0
DCL:baby-Owrite on chalkboard,1,1,0,0,0,2,2,0,0,0,0,0
OFF-POINT,1,0,0,0,0,1,0,0,0,0,0,0
DCL:Aopen and close drawer,1,0,0,0,0,1,0,0,0,0,0,0
DCL:Aopen drawer,1,0,0,0,0,1,0,0,0,0,0,0
5making noises,1,0,0,0,0,1,0,0,0,0,0,0
(5)SOCIAL/INTERACT_2,1,1,0,0,0,0,0,0,0,0,0,0
alt.WRONG,1,1,0,0,0,1,1,0,0,0,0,0
TRADE,1,1,0,0,0,1,1,0,0,0,0,0
DCL:flat-Orip paper quickly,1,0,0,0,0,1,0,0,0,0,0,0
SUFFER,1,1,1,1,0,0,0,0,0,0,0,0
fs-RISK,1,1,1,1,0,0,0,0,0,0,0,0
1p-ASK:i,1,0,0,0,0,0,0,0,0,0,0,0
AUTUMN,1,0,0,0,0,0,0,0,0,0,0,0
TEST_2,1,0,0,0,0,0,1,0,0,0,0,0
ORGANIZATION,1,0,1,0,0,0,0,0,0,0,0,0
PICK/CHOOSE-1p,1,0,0,0,1,0,0,0,0,0,0,0
HONOR,1,0,0,0,1,0,0,0,0,0,0,0
APPLY-1p,1,0,1,0,1,0,0,0,0,0,0,0
fs-TASKS,1,0,1,0,1,0,0,0,0,0,0,0
GET-IN,1,0,0,0,0,0,0,0,0,0,0,0
alt.FLY-BY-PLANE,1,0,0,0,0,0,0,0,0,0,0,0
PCL:5long line of cars,1,2,0,0,0,1,0,0,0,0,0,0
ALCOHOL,1,1,0,1,0,0,0,0,0,0,0,0
OFFICE,1,0,0,1,0,0,1,0,0,0,0,0
D,1,1,0,0,0,1,0,0,0,0,0,0
i:BLAME-1p,1,0,1,1,0,0,1,0,0,0,0,0
1p-LOOK:i,1,0,1,0,0,0,0,0,0,0,0,0
EMPTY-FROM-NOW-ON,1,1,0,1,1,0,0,0,0,0,0,0
fs-DRAMA,1,2,0,0,1,0,0,0,0,0,0,0
MATH,1,0,0,1,0,0,0,0,0,0,0,0
PROBLEM_2,1,0,0,1,0,0,0,0,0,0,0,0
alt.LONG-AGO,1,0,0,0,0,0,1,0,0,0,0,0
LONG-PAST,1,0,0,0,0,0,1,0,0,0,0,0
ns-nat-GERMANY,1,0,0,0,0,0,1,0,0,0,0,0
SAME_2,1,1,0,0,0,0,2,0,0,0,0,0
MAJOR:i,1,0,0,0,0,1,2,0,0,0,0,0
DCL:B-Labove the range,1,0,0,0,0,1,1,0,0,0,0,0
RANGE-arc,1,0,0,0,0,1,1,0,0,0,0,0
THOSE-TWO,1,0,0,0,0,1,2,0,0,0,0,0
fs-BARBARIC,1,0,1,0,0,0,0,0,0,0,0,0
DCL:B-Lovergoing with the range,1,0,1,0,0,1,1,2,0,0,0,0
MEANING-LIST,1,0,1,0,0,1,1,2,0,0,0,0
SPECIALTY,1,0,0,0,0,3,2,0,0,0,0,0
(W)WAY,1,0,0,0,0,3,2,0,0,0,0,0
HABIT_3,1,0,0,0,0,3,2,0,0,0,0,0
LCL:Bpathway:i,1,0,0,0,0,1,1,0,0,0,0,0
RUN-OUT,1,2,1,0,0,0,0,0,0,0,0,0
MALE-COUSIN,1,2,0,0,0,0,0,0,0,0,0,0
SCL:U-Lperson walking,1,2,1,0,0,0,0,0,0,0,0,0
BLANK-OUT,1,0,0,0,1,0,1,0,0,0,0,0
ICL:B-Lapplying suncreen,1,0,0,0,1,0,1,0,0,0,0,0
fs-SUNSCREEN,1,0,0,0,1,0,1,0,0,0,0,0
SCL:crvd-Wshoreline,1,1,1,1,1,0,1,0,0,0,0,0
SCL:3person walking at water’s edge,1,1,1,1,1,0,1,0,0,0,0,0
fs-MOOD,1,1,0,0,1,0,0,0,0,0,0,0
RAKE,1,1,0,0,0,0,0,0,0,0,0,0
fs-LOGS,1,1,0,0,0,0,0,0,0,0,0,0
FEED,1,1,0,0,0,0,0,0,0,0,0,0
5etcetera,1,0,0,0,0,0,0,0,0,0,0,0
BAKE/OVEN,1,1,1,0,1,0,0,0,0,0,0,0
HELP-1p,1,1,0,0,0,0,1,0,0,0,0,0
PET/SPOILED,1,3,0,1,1,0,0,0,0,0,0,0
fs-COLLARS,1,3,0,1,1,0,0,0,0,0,0,0
AFTERNOON_3,1,1,0,1,1,0,0,0,0,0,0,0
MAD,1,1,1,0,0,0,0,0,0,0,0,0
ns-fs-PARPF,1,0,0,0,0,1,0,0,0,0,0,0
STUDY_2,1,0,0,0,0,1,0,0,0,0,0,0
LIST-ORDER-IX,1,3,0,0,2,0,0,0,0,0,0,0
fs-LOUD,1,3,0,0,2,0,0,0,0,0,0,0
THEREFORE,1,1,0,0,0,2,0,0,0,0,0,0
ENCOURAGE,1,0,1,0,0,1,1,0,0,0,0,0
MOTIVATE,1,0,1,0,0,1,1,0,0,0,0,0
LONG-LIST_2,1,1,0,0,0,2,0,0,0,0,0,0
GHOST,1,0,0,1,0,0,0,0,0,0,0,0
fs-DISORDERED,1,1,0,0,0,2,0,0,0,0,0,0
DIE,1,0,0,0,0,1,0,0,0,0,0,0
fs-ZOMBIE,1,0,0,0,0,1,0,0,0,0,0,0
fs-PRESENCE,1,1,0,0,0,2,0,0,0,0,0,0
fs-IRRITATING,1,1,0,0,0,0,1,0,0,0,0,0
fs-V,1,0,0,1,0,0,0,0,0,0,0,0
WHIRL-TIME-PAST,1,0,0,0,0,1,0,1,0,0,0,0
PCL:5many studies,1,0,0,0,0,1,0,1,0,0,0,0
fs-IMPLY,1,0,0,0,0,0,0,0,0,0,0,0
BEHIND,1,0,0,0,0,0,0,0,0,0,0,0
fs-VALUE,1,0,0,0,0,0,0,0,0,0,0,0
fs-VENTRILOQUISM,1,0,0,0,0,1,0,0,0,0,0,0
fs-WITTY,1,1,0,0,0,2,0,0,0,0,0,0
SMOOTH,1,1,0,0,0,2,0,0,0,0,0,0
PERSONALITY,1,0,2,0,0,0,0,1,0,0,0,0
fs-SIZE,1,0,2,0,0,0,0,1,0,0,0,0
HEIGHT_2,1,0,2,0,0,0,0,1,0,0,0,0
fs-RACE,1,1,0,0,0,0,1,0,0,0,0,0
fs-GENDER,1,1,0,0,0,0,1,0,0,0,0,0
fs-SEXUAL,1,1,0,0,0,0,1,0,0,0,0,0
fs-BARITONE,1,1,0,0,1,2,0,0,0,0,0,0
STICK-ON-SURFACE,1,2,0,0,1,0,1,0,0,0,0,0
STICK-ON-THROAT,1,2,0,0,1,0,1,0,0,0,0,0
fs-PRINT,1,2,0,0,1,0,1,0,0,0,0,0
DCL:fanned-flat-Ovoice identity,1,2,0,0,1,0,1,0,0,0,0,0
(U-L)BUILD,1,0,1,1,0,0,0,0,0,0,0,0
WORSE,1,1,0,0,0,0,0,0,0,0,0,0
Clet's see,1,0,0,0,0,1,0,0,0,0,0,0
fs-PERSONA,1,0,0,0,0,1,0,0,0,0,0,0
fs-DIMWITTED,1,1,1,0,0,1,0,0,0,0,0,0
BEFORE,1,2,0,0,4,0,0,0,0,0,0,0
DECLINE_2,1,2,0,0,4,0,0,0,0,0,0,0
CONFIDENT,1,0,0,0,0,1,0,0,0,0,0,0
SCL:B-Ldeaf person,1,1,0,0,0,1,0,0,0,0,0,0
BELONG,1,1,0,0,0,1,0,0,0,0,0,0
SELF-3p-pl-arc,1,1,2,0,0,0,0,0,0,0,0,0
INDIVIDUAL-pl,1,1,2,0,0,0,0,0,0,0,0,0
(R)REFLECT,1,0,1,0,1,2,0,1,0,0,0,0
ns-fs-GILBERT,1,2,0,0,0,2,0,0,0,0,0,0
HANG-UP-PHONE,1,1,1,1,0,0,0,0,0,0,0,0
SCL:1person coming,1,1,0,0,0,0,0,0,0,0,0,0
(R)PLACE,1,0,0,1,0,1,0,0,0,0,0,0
LOCAL,1,0,0,1,0,1,0,0,0,0,0,0
AWKWARD,1,0,0,0,1,1,0,0,0,0,0,0
CONFLICT/INTERSECTION,1,0,0,0,0,0,0,0,0,0,0,0
fs-SWASHBUCKLING,1,0,0,0,1,2,0,0,0,0,0,0
ICLsword fight,1,0,0,0,1,2,0,0,0,0,0,0
MELT/SOLVE,1,2,3,1,1,0,0,0,0,0,0,0
DCL:Cventriloquist doll,1,0,0,0,0,1,0,0,0,0,0,0
ICL:Ctalking doll,1,0,0,0,0,1,0,0,0,0,0,0
SCL:Cdoll personality,1,0,0,0,0,1,0,0,0,0,0,0
fs-PITCH,1,1,0,0,0,0,2,0,0,0,0,0
MICROPHONE,1,1,0,0,0,0,2,0,0,0,0,0
5concession,1,2,0,0,0,1,0,0,0,0,0,0
WAVE-HELLO,1,0,0,0,2,1,1,0,0,0,0,0
ns-fs-SHARPOVA,1,1,0,0,0,1,0,0,0,0,0,0
ns-fs-NADAL,1,1,0,0,0,1,0,0,0,0,0,0
ns-fs-SELES,1,1,0,0,0,1,0,0,0,0,0,0
ns-fs-CONTRO,1,1,0,0,0,1,0,0,0,0,0,0
LOWERCASE/TINY,1,2,0,0,1,1,1,0,0,0,0,0
BPCL:bent-Bacceptable voice range,1,2,0,0,1,1,1,0,0,0,0,0
PCL:crvd-5people staring,1,2,0,0,0,0,0,0,0,0,0,0
ns-fs-HOWARD,1,1,0,0,0,2,0,0,0,0,0,0
DEMOCRAT,1,1,0,0,0,2,0,0,0,0,0,0
2004,1,1,0,0,0,2,0,0,0,0,0,0
fs-MUFFLE,1,3,0,0,0,1,0,0,0,0,0,0
fs-FEDERATION,1,1,0,0,0,1,0,0,0,0,0,0
fs-CODE,1,1,0,0,0,1,0,0,0,0,0,0
fs-CONDUCT,1,1,0,0,0,1,0,0,0,0,0,0
fs-IMPLICATION,1,1,1,1,0,4,1,2,0,0,0,0
EXCUSE,1,1,1,1,0,4,1,2,0,0,0,0
BPCL:V/2person giving a dirty look,1,1,1,1,0,4,1,2,0,0,0,0
fs-LOCKERS,1,1,1,0,1,2,0,0,0,0,0,0
LCL:1walk around the hallway,1,1,1,0,1,2,0,0,0,0,0,0
LCL:Bnext hallway over,1,1,1,0,1,2,0,0,0,0,0,0
LCL:1over there,1,1,1,0,1,2,0,0,0,0,0,0
fs-G,1,1,1,0,1,2,0,0,0,0,0,0
alt.DCL:fanned-Othroat grumble,1,1,1,0,1,2,0,0,0,0,0,0
BPCL:1overall voice measurement,1,0,0,1,0,1,0,0,0,0,0,0
fs-PRO,1,2,0,1,0,1,0,0,0,0,0,0
fs-LOCAL,1,2,0,1,0,1,0,0,0,0,0,0
ABANDON,1,0,0,0,0,1,0,0,0,0,0,0
MEMBER,1,1,0,0,1,1,0,0,0,0,0,0
CURIOUS,1,2,1,2,0,0,0,0,1,0,0,0
DCL:V/2walking around the hall,1,2,1,2,0,0,0,0,1,0,0,0
DIALOG,1,2,1,2,0,0,0,0,1,0,0,0
DCL:crvd-5grunting voices,1,2,1,2,0,0,0,0,1,0,0,0
GRUNT,1,0,0,0,0,1,0,0,0,0,0,0
ns-fs-BERNARD,1,0,0,0,0,0,0,0,0,0,0,0
ns-fs-BRAGG,1,0,0,0,0,0,0,0,0,0,0,0
fs-GRUNTAL,1,0,1,0,0,1,0,1,0,0,0,0
PIG,1,0,1,0,0,1,0,1,0,0,0,0
DCL:crvd-5two people fighting,1,2,0,0,1,0,1,0,0,0,0,0
fs-UN,1,2,0,0,0,2,1,0,0,0,0,0
PREVENT,1,2,0,0,0,2,1,0,0,0,0,0
DCL:fanned-Othroat grunts,1,2,0,0,1,1,0,0,0,0,0,0
COP,1,1,0,0,0,1,0,0,0,0,0,0
ARGUE,1,1,0,0,0,1,0,0,0,0,0,0
"5so, ok",1,0,0,0,0,1,0,0,0,0,0,0
SURPASS,1,0,0,0,0,3,0,0,0,0,0,0
ICL:Sheavy lifting,1,0,0,0,0,1,0,0,0,0,0,0
GYM,1,0,0,0,0,1,0,0,0,0,0,0
(5)of course,1,0,0,0,0,1,0,0,0,0,0,0
fs-NEWS,1,1,0,0,1,0,0,0,0,0,0,0
PCL:crvd-5people shocked/stare,1,1,0,0,1,0,0,0,0,0,0,0
fs-A,1,1,0,0,1,0,0,0,0,0,0,0
